surveyId,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
924632,7121,423,11140,10073,8818,9376,10317,3722,249,4748,96,9465,8590,5804,9024,1818,469,7115,3695,10763,5764,7552,9816,4707,694,7566
930052,7742,6788,1139,6384,5146,1254,2776,10991,6925,2474,6487,10904,6689,2564,5173,10307,6883,2747,8424,3181,7837,9647,9873,3457,6684,4202
932481,6358,7871,5557,6603,4258,4758,2145,3451,11140,351,1139,8806,1015,8316,3639,4748,12,462,6759,262,10953,10073,7588,5398,8237,1092
932644,7552,96,9256,10317,9024,4105,2211,3722,9376,9076,6119,651,8428,601,9660,8590,8632,11012,5804,10427,8329,10255,5068,6497,10392,1818
942711,10772,8428,5602,7552,2322,651,10255,11012,2949,9256,4337,11059,2767,7532,4862,2249,7121,7687,8229,5803,5055,10155,9376,5936,9694,9660
953462,838,262,6603,3744,5483,6067,5557,5723,7588,3803,9671,9555,7571,7006,10904,2492,3451,8098,4228,7493,8340,5301,10775,634,1254,9430
956281,8542,2145,4404,1014,11140,2514,10281,2891,6374,9452,3451,148,7241,9795,2665,5543,351,5901,8412,5557,6321,5301,5212,10904,10382,10522
958268,11140,3451,9317,9714,4734,2211,1497,8746,4105,601,3722,1015,5764,7552,9341,7871,1805,1539,8297,10427,8473,6643,4924,1051,651,10811
967703,9647,2474,963,10683,2678,976,5542,981,6788,10315,10247,1276,8705,7999,2142,146,8949,2398,1888,5745,7862,10427,694,10600,8428,10896
975981,8573,10073,544,843,8807,2025,53,4558,9669,1226,963,6788,1654,5832,8705,6571,2885,4238,651,9374,11195,976,10600,9253,1805,8801
977525,53,963,8573,544,9647,2025,10073,843,8807,5335,8208,6788,7706,9669,9858,5832,2570,1226,10427,4238,10268,4558,10497,10367,10315,7666
980411,7706,6171,1497,9610,1539,8818,3043,1818,1882,9415,6759,4207,384,10904,5621,4109,8542,8307,11242,477,6685,8149,6002,8412,1139,3451
983709,7666,3885,9980,8084,963,2142,2025,4734,958,3510,5149,8807,423,11176,2762,5542,5422,976,8275,9858,9723,7999,1757,6444,10073,3998
989599,5483,7588,6603,4532,838,3451,2492,3419,1066,5557,7006,8473,3744,8316,6611,262,1092,6968,10904,5543,4748,7061,8149,8237,9555,6002
993965,5557,5149,7871,6603,8237,6611,6067,10904,7588,1497,6759,3744,10305,5630,8673,1999,681,2753,10082,3639,5293,3438,9600,3451,1254,1818
995503,9024,10317,7552,3722,9076,8229,8632,1818,6920,96,4748,11140,249,7121,4499,5557,7115,9376,5804,1757,1288,6079,8949,8747,3037,4707
999994,6603,6358,9714,10073,1086,5543,1015,469,7871,6611,4734,3639,5557,4748,9317,11140,8673,10904,2248,8316,6067,3451,2516,8542,8983,6759
1001966,963,6788,2474,976,10247,1495,5542,5071,2885,799,10600,2783,5760,10315,8428,8208,9647,1378,1910,9424,254,2398,10683,7862,4342,8705
1011374,2665,2514,2145,6374,11140,4404,10231,2373,148,3451,5557,5212,1014,10382,9787,10522,5451,10281,2891,2753,1407,5901,8542,1404,9146,10950
1013430,10904,8542,1051,3451,2891,4404,1028,5543,11140,5901,2145,11230,8067,4924,148,6374,8746,2514,10811,9795,3438,10073,7241,10382,9213,10899
1017939,53,6788,8807,963,7760,2025,4238,976,8084,5335,5542,10497,6571,4871,1707,843,8573,10904,2570,2142,3885,6827,11195,6245,394,3234
1018072,8106,2949,7423,7742,9766,10073,2733,9465,1497,6002,2019,4917,6446,557,1015,6962,9415,2891,2753,9376,986,1234,4748,5832,9190,10762
1021017,11140,8542,4404,2145,2514,10281,1014,2891,10073,8660,9452,8412,351,6374,9795,10904,5212,5543,148,7241,2753,3977,3451,9555,2490,9158
1034681,963,8807,2142,799,9647,6788,7640,1986,2025,1707,9863,10367,2474,8428,1654,10247,9028,7999,53,5542,4946,7666,1276,1746,10800,8573
1038330,11140,8542,1014,2514,4404,10281,9555,8746,2145,2891,10073,6374,8412,9452,8660,1028,5543,7241,148,2753,2490,351,5557,5901,3977,3451
1043322,5412,4755,8673,6759,4169,10051,8316,5434,9388,7588,2552,9610,1254,5543,634,708,10904,3096,2783,9873,351,3958,8208,10684,8926,2569
1055154,423,7552,8590,11140,5804,8818,96,10317,9317,7121,4748,1086,9465,1818,9376,7739,3722,8746,9024,9076,1964,10073,469,1288,6903,8806
1071314,10772,8428,9456,6407,96,11012,7552,6053,2799,5803,10155,7532,4109,423,5602,514,10600,2322,10255,9660,6405,8806,1757,4105,9694,10317
1073642,2747,10315,4202,6788,8751,6487,7742,1254,10385,6759,5832,6925,8208,8424,1092,3309,5412,963,2810,10904,1139,2564,9563,4609,10367,10991
1074074,6497,6407,8992,5068,4267,4712,9256,10648,9406,2184,10404,1134,7820,6805,9323,7471,2762,3429,6747,4997,2630,2644,11012,8428,4207,8929
1076606,477,8383,5398,2949,5764,8106,11140,7990,10073,4748,9881,6440,2891,1018,3236,6686,8431,10595,1086,2474,8818,4499,423,4397,7824,4758
1077894,8751,6788,4202,10315,5832,7742,11120,6759,8208,3043,2810,1254,8673,1092,2747,1139,9563,963,1851,6925,9957,6827,3309,10991,4640,8351
1097351,976,10600,2885,8428,843,9647,7942,1018,8818,8949,9707,10073,8180,6788,963,4109,10255,9669,544,2398,9424,3722,249,8746,5173,9858
1097885,8818,3639,8431,4397,3438,5557,351,9881,10595,2145,2361,6002,5630,10073,7559,1086,504,4758,3610,7972,6603,5305,5398,8760,2082,10525
1099822,5557,5149,2753,6603,7871,6067,7588,1497,3639,10904,6611,6759,10305,423,3744,8237,11140,1818,8673,469,3451,6643,681,1999,10143,4748
1112132,1086,544,7115,5832,10073,2753,10762,53,11140,5124,10896,5739,5398,380,694,3510,3838,9317,178,9024,9376,1497,4748,2883,5166,249
1120917,1086,10762,544,53,2753,10073,11140,5739,5124,7115,5398,3838,10896,3510,1497,5832,694,423,569,5166,9376,249,380,4748,9024,4397
1131542,8208,7706,6788,1539,146,9647,2474,5093,1254,1497,6685,8275,799,10664,8573,5335,8807,9873,5412,1139,10904,4238,6925,8424,4946,6143
1132097,477,8383,4748,5398,2949,5764,8106,11140,7990,9881,10073,5804,6440,2891,1018,3236,6686,8431,10595,2474,8818,1086,423,7121,4397,4758
1132469,1014,2514,11140,8542,4404,2145,10281,6374,3451,2891,9452,1028,5543,148,7241,2665,5557,9555,5901,8412,5301,6321,351,10382,8746,10522
1135127,1497,469,4748,10073,9317,3451,1015,1092,5483,5543,5557,7748,1818,11140,3639,559,9024,5398,9957,9881,6611,9795,6603,1705,1525,423
1138274,1539,6171,6788,5335,8208,3043,1254,7706,4105,3696,8542,10904,4238,10073,5823,6989,1497,5412,9873,3581,53,8673,9647,9190,146,9415
1149552,8818,10600,1162,7532,10268,8307,8746,2025,9317,3722,4499,8573,7746,10073,9647,4317,963,2961,958,7706,1018,8038,10255,10591,10427,9669
1152006,10073,5557,8818,1497,3594,10452,544,8760,8936,6950,7990,1092,4748,1103,11140,222,634,1869,7871,6909,4734,986,9636,1363,3596,6603
1158343,2474,6788,9647,4871,53,146,10247,5704,868,3177,4609,5335,10684,8807,9261,963,2109,8424,10315,8208,10385,981,9028,10896,976,5542
1163167,8106,4397,2949,2474,4558,7990,423,477,11140,8383,10073,10525,509,5173,4917,10427,9710,4560,4748,1018,8431,5398,1092,9669,10367,3494
1164489,53,2025,4748,4258,5542,5557,7137,10073,11140,4734,6759,6245,7640,7588,6603,1497,4946,7666,7807,10367,10904,1092,8806,5255,9765,11068
1164900,8106,2474,8503,9766,9261,5173,2783,8208,4169,300,8424,7706,8926,146,10684,392,9388,5412,53,10315,4447,4341,3177,10367,9873,10073
1167078,8106,2474,5173,1092,9669,9921,4397,10684,8383,10427,8208,300,4558,9710,392,8431,2949,10315,4748,53,9261,8508,3161,8503,9388,146
1169508,53,4748,2025,5557,10073,7137,4258,4734,5542,11140,6245,6079,7588,11068,7640,7807,9024,7972,9376,5255,7666,2891,10904,5149,6603,10317
1177931,1746,423,4202,6497,963,2810,6827,569,53,5804,8807,5832,1525,10427,9376,694,7115,5022,8818,6788,9465,2025,9024,10367,8229,10073
1178329,6358,8806,7871,6603,4758,3639,601,6759,8316,9376,3451,1015,6611,4748,4258,11115,262,351,5398,9341,2145,423,1497,6067,9957,1139
1185066,7552,96,9256,10317,9024,4105,3722,1818,8590,601,2211,9376,11012,9076,9660,4748,5068,651,6119,423,10392,1964,8428,10427,8632,2777
1190337,8428,3429,11012,2762,4590,6407,5804,10404,4317,514,4997,423,6588,96,8949,9256,7471,10268,10600,8782,9962,10288,10255,3211,460,6497
1190357,963,10315,6788,4202,10904,5832,6759,8208,7742,10367,8751,1139,10268,569,5412,10385,6925,2564,8424,6487,3309,10762,10047,8673,5146,3457
1197158,6245,1226,7532,5053,2184,8428,4590,1054,7255,8573,9669,10904,843,4483,2587,10268,963,9723,4997,11012,4558,9213,9694,7862,6352,4946
1201408,5412,10600,6788,7536,1539,8208,9636,1276,963,11140,1497,9261,3722,7942,8705,5166,2,4871,8424,2337,1654,6295,6388,5173,4558,6118
1212311,9647,1888,5335,9707,1276,2025,6788,7536,10024,6331,7706,6989,11195,1497,10684,3457,5542,963,10073,5293,1054,10427,8284,1525,5412,9072
1220757,262,838,5557,3744,10904,6611,6067,9555,7588,1015,1018,3419,6603,1092,5483,5301,9317,5543,3803,7906,3451,7571,351,2492,9714,3438
1230672,10600,963,2025,4558,2337,8428,5403,843,1497,249,3722,4946,7817,2,3581,1654,7999,2398,11012,5542,7942,5932,1986,8573,8208,10881
1235381,6497,5068,4712,2184,8992,5804,10828,2210,8477,96,6407,1875,1295,10404,8163,2774,3211,5602,8428,1162,590,5055,2630,11242,6747,10255
1237882,53,963,5022,2002,10047,8705,10800,8106,5071,6980,10307,10073,4871,544,5542,10896,1573,6708,1024,8949,4946,1497,2514,7706,6551,799
1242503,2665,2514,2145,6374,11140,4404,10231,2373,5557,148,3451,5212,1014,10382,2891,9787,10522,5451,10281,2753,1407,5901,8542,1404,9146,10950
1244606,5557,5149,6603,7871,6067,7588,3639,10904,1497,6611,6759,10305,3744,423,8237,11140,8673,469,3451,1818,2753,6643,681,1999,10143,4748
1249535,2474,8106,8503,1092,2783,9388,4341,5412,6118,146,9873,6925,8316,3177,7706,3958,10684,3457,9766,2844,6827,5557,8208,9376,300,10385
1253280,423,963,6497,9465,299,53,1746,2810,9376,7115,9024,6827,4748,8428,5804,10427,569,10317,9374,4202,11012,5022,10268,7052,7640,3722
1261485,5335,8208,6788,1539,7706,5823,146,1254,6685,53,6925,3043,1497,544,4871,9873,2025,1276,5542,6388,8782,9190,4238,8424,10664,6245
1262898,53,963,3510,6497,4202,6827,569,8807,2810,10427,423,10545,1746,5832,601,4216,7971,469,5022,8208,5895,9991,9374,1525,9317,4707
1264327,2474,9647,10247,8208,6788,6925,1888,4342,868,6118,4871,3020,10315,3935,2885,8424,5542,8512,7837,8151,10071,1201,1498,7536,5335,7942
1268853,4169,8106,2474,9873,351,5704,9388,9766,5412,8208,9261,10051,2386,11157,2145,6925,6909,8431,11120,8926,10385,7971,4043,3581,146,5173
1269905,5832,4202,6759,963,3043,8807,10315,10762,6788,5166,8751,6487,53,7742,380,8208,8587,9028,1139,1746,6920,799,8585,10904,10367,3374
1277366,2474,6788,10315,9647,53,5335,976,1888,4871,6925,2570,10367,10247,544,146,8807,9669,6909,10991,2788,10896,1378,9707,254,4609,2885
1278138,6358,6603,1015,10073,8673,10904,1086,5255,5557,3639,7871,8316,1018,9165,4748,2949,5543,8983,4105,2248,9892,7817,3451,2516,469,9714
1281821,9647,963,6788,7942,2885,5542,1888,1276,5335,9424,843,2678,1654,8705,7999,10247,2398,5071,4558,7322,976,3177,2250,53,6118,958
1285308,53,6827,963,6497,4202,569,3510,8807,2810,1746,10545,10427,4216,5022,5832,1793,601,8208,423,5173,5895,7971,6788,469,9374,9317
1288949,1497,469,10073,5483,4748,9024,1018,1015,5557,1705,8508,9957,6079,3462,559,3639,11140,1092,5398,7748,890,6603,423,7040,7871,1818
1289416,4558,53,963,5173,544,2025,9669,976,7999,5551,7640,2762,8573,3792,6444,843,10427,2142,5932,7666,8807,3510,569,2796,2810,4483
1292129,477,8383,5398,2949,8106,5764,11140,9881,7990,10073,4748,6440,2891,3236,6686,8431,10595,1086,2474,8818,1018,5804,4499,423,7824,4758
1293643,4748,380,3451,9524,9024,5804,9253,4758,6208,1092,7972,5832,4734,8237,1086,5486,6446,5383,2337,8818,5764,11012,423,9921,8972,1162
1295382,963,2,5542,843,6475,2398,694,1086,6689,9424,8705,1654,2025,5403,9024,4558,423,7095,8573,5114,5173,958,5932,811,9636,8180
1309480,6358,7871,6759,351,8316,5557,6603,11140,4758,4258,2145,3639,5543,8806,4748,5398,6067,7588,10073,1015,12,462,4755,3451,262,1497
1310739,3123,10904,5149,10073,9707,5543,6759,469,7580,262,7588,2142,3744,4258,9024,5293,5483,10525,9881,838,9261,8760,634,1015,6551,5557
1312055,5557,7588,6603,4748,3451,7006,8983,8746,3639,1018,10904,4532,2753,6067,8673,6968,8316,5483,8473,7871,1999,1539,5149,6002,2522,1015
1314750,838,9317,5301,262,10904,6759,10073,3838,601,1497,6067,1015,2488,469,7588,2109,3123,5543,6611,5293,9714,8275,10367,1092,1018,5149
1320234,6759,10315,4202,8751,5832,7742,6788,11120,963,3043,10904,8673,9261,8807,6446,9647,1254,10762,9957,2810,8351,3457,53,8208,544,9563
1349598,477,8383,11140,4748,1018,423,2949,5557,5398,6440,178,8818,10073,4397,3236,2474,5173,9376,1086,6686,5764,8746,7121,10595,9881,4558
1361318,53,6788,963,2142,799,1654,8807,8275,9647,2025,3792,544,3597,8573,5542,10247,11176,9669,9858,10896,394,9863,4946,10427,8208,6118
1362588,8542,11140,4404,2891,1014,2514,2145,10281,6374,3451,9452,5543,148,9795,7241,351,2665,9555,10904,5901,5557,8412,5301,6321,5212,462
1364615,1888,53,2474,5542,9647,10247,6788,8807,963,7999,8573,2398,8428,4871,7760,981,5335,694,10367,10800,8949,9028,8637,9669,1707,799
1369486,7121,8818,11140,9376,10073,423,4748,10317,3722,249,96,9024,5804,1818,9465,7115,8590,469,4397,10763,3695,694,5764,9816,7880,7566
1371656,7006,7588,6603,838,4532,1066,8473,2492,3744,6968,2082,1999,10904,9126,2753,5483,8237,8316,3451,6611,708,262,6067,5557,6002,9555
1373494,963,2,6475,843,1086,2398,5542,694,6689,8705,9424,4558,9024,423,7095,8573,1654,5114,2337,5173,5403,5771,5932,811,8180,544
1375588,7552,96,8590,9256,9376,10317,9024,4105,6497,423,1818,1964,11012,2211,3722,5804,9660,5068,2777,11242,8632,10990,10392,4748,651,9892
1390435,1497,469,4748,10073,3451,5483,7748,9024,1092,1015,5557,1705,1818,3639,1018,9957,3462,5398,559,11140,5543,6079,6603,9317,1525,694
1391602,2025,1497,7666,9669,6759,3998,963,10238,9636,8806,5335,8818,4640,9563,4558,8807,509,4734,51,10497,2142,1086,8949,423,10953,976
1393501,423,5804,10073,8106,2891,7121,9465,694,53,5398,5704,5166,2783,5218,8760,10896,1086,2753,8542,1015,601,4499,3236,3161,4397,8807
1397319,7706,1539,1254,8807,4105,5335,53,6171,681,9647,10904,963,5823,7536,3043,146,9415,8208,8782,5114,10073,6788,5093,2025,1497,8949
1397589,1028,3451,2891,8746,148,8542,8067,11140,10899,5901,6374,4404,10382,9213,10522,10811,4924,11230,5543,2514,2145,10904,5451,1254,10468,10073
1400043,8807,53,6788,2474,2788,5166,6925,9647,6208,5551,981,8217,6143,10315,2570,9028,3161,5542,5403,694,8428,1793,1654,8760,10247,10427
1402048,1092,6759,6788,1254,10315,2776,11120,8208,3993,8751,4202,5412,3043,3309,2474,5146,6487,9873,3470,1139,6925,1363,9957,10904,10953,2783
1407389,10904,1051,8542,3451,2891,4404,11140,1028,5543,5901,4924,11230,8067,148,8746,6374,10811,2145,9795,3438,7241,10899,10382,9213,10143,10522
1409001,3987,7097,8542,1254,171,6567,11140,2373,10281,2211,2019,10317,7588,1028,10364,2753,2484,9555,7988,1705,6264,4758,10904,8149,7848,8219
1414854,8307,1497,7706,2516,1882,8281,4317,8818,7566,383,96,2184,5173,8428,1254,6407,9694,10073,5055,6405,10155,8782,7918,2885,843,6555
1419039,4638,129,4109,8329,9669,6053,3740,4842,8747,1162,3037,391,96,3361,924,1047,9213,6352,1629,3722,6108,8284,1445,10255,995,1757
1427989,6603,3161,1818,183,469,5557,4748,8632,890,1018,10073,3462,10904,5483,1705,8508,3639,7748,1497,7871,3451,1092,6079,1086,6067,1231
1428987,5542,53,8428,9669,694,10073,10268,1086,10998,10367,4734,1092,8806,7666,4748,9714,8038,3451,2025,976,4946,9647,7613,5543,478,423
1440204,6788,2474,53,8807,963,4609,2783,146,6925,8208,10247,4871,9647,3457,9669,1424,8424,7536,1139,8947,8573,5335,7403,3581,9636,3958
1447049,1162,1018,1818,1254,6331,7536,7742,8340,6079,8208,8743,4734,9261,2142,694,1497,351,11140,3451,6491,6067,4640,4758,1131,7147,477
1447345,6611,6759,8237,6603,7588,3744,4532,6067,7006,2492,10904,8473,838,5483,1999,1066,7580,262,6968,2082,2753,708,3419,8316,3451,5557
1449744,6497,2630,7621,7471,1875,6354,6424,10180,5068,7524,4686,1678,1445,5317,4109,6805,10828,3429,3451,423,5055,10648,8782,4997,6407,8397
1457367,6759,4202,8673,8751,3043,2474,7742,5412,1092,10315,11120,6788,1851,9568,963,1139,10307,8807,6925,1254,6689,9563,9261,5832,9190,2747
1457851,423,10073,8106,53,9465,2891,694,5804,7121,10896,1746,8760,8807,6370,5218,5398,4499,1086,5166,3161,2783,7660,2753,8542,601,249
1460820,613,1964,5804,2799,3722,6407,10427,7613,4397,9024,10231,4862,10305,649,11012,9076,10404,2322,2810,2774,2211,2647,6497,11242,2837,7706
1461034,4748,11140,694,10073,9024,8807,53,5832,2753,1818,1086,10317,9881,423,1793,7121,799,4397,7115,1162,5739,6143,569,2777,5124,6558
1461112,53,6788,963,9863,9028,2025,10367,10427,2142,9647,8807,9669,8275,544,1986,5551,799,8508,10247,2949,5542,10896,8573,8208,7666,6551
1471629,6497,1162,821,10155,7012,8806,7342,2288,2516,8412,4924,11242,1678,383,423,5901,1050,5196,6555,6919,3429,7471,4712,8477,2767,6747
1478822,9076,11140,540,7121,10073,423,6883,8760,9024,340,3722,6079,9816,9465,5149,3236,2919,694,7739,8747,8409,8431,167,5804,11195,5557
1483891,53,976,8573,8428,9028,2025,6920,1495,7640,8217,5542,9647,8807,713,6788,1707,9244,6407,7666,7999,7760,3234,843,4871,9669,963
1487554,10648,6497,2786,6755,3211,790,2630,6424,7621,7076,995,7471,8397,4463,8163,10180,2288,5317,485,5413,96,6748,10404,4590,2210,10422
1493972,8106,2474,7706,1254,146,9873,986,9766,10073,6603,1092,3958,5173,2145,8424,9261,9427,8316,462,5557,8208,6909,5412,3177,9710,10953
1495229,6053,2762,10404,2184,2767,11012,10772,6407,8806,4590,6747,3068,2799,7687,7706,4267,4551,7552,10427,5803,6370,4337,4434,8428,5602,8477
1500893,4628,3533,7706,5420,550,9376,8549,9816,6551,4748,2474,10839,10073,5400,1497,6883,3958,4397,5804,9707,9465,3161,5398,9028,11054,6759
1514628,6358,3451,8806,6603,4758,7871,3639,1015,601,8316,1139,4748,262,4258,2145,5557,6611,1092,9376,9341,5398,4105,10953,11140,351,1018
1515146,5739,2753,8807,6788,10762,5166,8587,5832,10315,3838,544,39,8508,963,394,3510,843,569,10896,1746,10545,1793,2883,1086,5400,10569
1520816,53,5022,5542,5071,10800,544,3661,843,8428,963,6708,2002,10485,8949,791,10047,1573,3594,1024,8705,2564,5335,2398,8106,8573,10896
1530491,6759,6358,4755,351,7871,6603,11140,1497,5557,1015,1018,4258,462,557,8806,601,6611,2145,5543,4758,10073,4748,8316,423,9957,2753
1533157,6358,6603,10073,1086,6611,8673,6759,1015,7871,9714,10904,477,8098,6002,1805,262,12,9317,3451,3639,5557,2516,9600,8983,3236,1970
1538817,7621,5068,6497,2587,4207,5317,6748,2630,6805,4638,8992,96,2767,4991,10600,2184,4397,7524,6407,8738,1295,9040,10073,4157,843,944
1541714,5557,6603,3161,4748,1818,10073,3451,8632,890,7748,1497,3639,469,3462,1018,1705,9957,5483,8508,1092,1015,7871,1254,11140,1525,10904
1542816,1014,2514,8542,2145,4404,11140,10281,2891,3451,5301,5557,9452,1051,351,7241,148,5543,1028,5901,9555,6374,2665,10522,6321,7061,10382
1555350,963,53,8807,1276,10684,544,5542,7999,7640,8637,10367,8573,9028,2142,8705,9669,4854,9647,5403,9863,2025,10896,2796,8949,2482,799
1557233,6497,963,53,423,569,8807,5022,5804,4748,6827,10427,1746,469,601,9465,6788,2799,5895,544,2810,10073,4202,1818,1015,1424,1793
1565631,6358,6603,7871,4758,3639,8806,8316,601,6759,9957,2145,1015,1497,351,4258,3451,4748,6611,6048,262,9341,3462,5557,4216,11115,7748
1573744,6788,53,9647,4871,10247,2474,5335,2788,10315,963,4609,8807,9669,7040,544,8428,1888,5704,7760,146,10385,5932,5400,5542,2398,694
1581095,423,11012,96,7972,5486,2693,8375,6407,4105,1964,2184,9256,6045,9024,5804,2799,6555,3451,408,2933,9076,9376,8782,6498,10317,1162
1583596,2949,4397,1818,4862,651,1162,5804,544,249,2799,53,167,9024,694,10317,6558,423,1086,2762,10772,6343,8428,4640,11012,10969,10427
1594032,3510,963,423,6827,53,9465,6497,2810,1746,9374,8807,9376,299,4202,694,9024,7115,2762,5022,5895,10427,4862,569,5832,7640,4871
1597522,2474,7536,9647,10600,6788,10683,10071,2678,963,10896,976,3935,1888,3177,3457,8151,10315,10247,2250,10956,8208,981,9669,2885,7040,2142
1614542,6788,2474,10956,9647,10247,10315,1276,2885,1201,5745,10071,7322,8208,799,7999,10991,9028,4342,5542,963,8151,4871,9669,11176,8424,9261
1620681,6358,7871,6603,4758,601,8806,3639,6759,8316,4748,4258,9376,5398,1015,1018,6611,3451,3462,262,2145,351,694,4216,11115,9957,9341
1621475,5173,8307,4558,7137,8428,10761,1497,8818,1882,7706,9694,9610,8281,4317,2796,96,7403,843,2885,7895,4337,6555,4859,5053,7566,944
1625415,8428,11012,6497,9256,4337,4712,8714,8782,10073,6407,8743,4317,2433,5832,9143,2762,5068,5383,3234,4991,2630,6805,7471,11054,8375,8297
1630074,11195,10073,3236,8106,5420,9707,4628,4748,550,3533,7706,11054,5400,6377,9376,9816,6551,7047,423,7040,3958,8760,2474,3161,9384,8431
1656192,6603,838,9555,262,6611,5557,3744,10904,3803,2492,9671,7906,1018,3419,3451,351,10051,1092,5543,7571,6067,10073,7006,634,1254,11049
1664717,2753,3744,10904,6067,8237,838,1999,6611,6759,1066,7006,7588,7580,6603,2492,6968,2082,4532,262,5483,3451,3419,708,8473,5630,10082
1669496,6759,4202,8751,7742,8208,5832,9261,10315,4640,2776,963,10904,4871,8275,6446,799,10427,3993,6788,7824,569,3043,9568,10367,4609,8673
1670181,10073,8431,4748,9376,694,423,8760,1497,10881,11140,6491,9816,11195,6883,3533,5804,5149,3738,2891,7536,1018,6377,2733,5704,5398,6079
1690156,10073,7040,2474,9647,1498,9388,6827,2885,5412,1793,6925,1018,8818,4748,1497,544,1060,10315,10024,1092,5173,9190,10684,6909,4609,8106
1690993,6497,1678,7012,7342,1162,11242,8806,2288,4712,10155,11012,1050,6747,8477,2516,4924,5901,423,383,8412,7471,821,6919,2767,10828,7210
1693571,6759,7588,8316,5412,6925,8673,1254,10051,3958,8431,10904,9873,2552,634,708,2783,7493,9388,8106,4483,8208,4169,8806,4755,2492,6208
1695786,6497,963,53,423,299,9465,9374,5022,569,2142,1793,6827,8428,1424,10427,11012,1746,9024,4202,4862,7640,4871,10317,2810,2762,5804
1711911,10427,9816,7613,5422,469,2762,8163,9785,1086,9465,3722,8746,7596,8428,11140,9524,2837,9376,10255,10268,1054,9991,1818,4317,4748,423
1716206,6358,7871,5557,351,6759,6603,11140,5398,12,4758,8316,4748,462,4258,2145,5543,10073,8760,3639,3462,7588,4755,9921,262,1018,2753
1717494,1086,10762,544,53,2753,10073,11140,5739,5124,7115,5398,3838,10896,3510,1497,5832,694,423,569,5166,9376,249,380,4748,9024,4397
1718268,1678,6497,7640,8992,10828,2142,9863,7621,6424,9323,5196,4686,5024,2630,5114,2786,2398,976,9669,590,1047,2798,2025,7820,6407,5603
1720203,6759,4202,10315,6788,10904,8208,10367,963,5832,6487,10268,569,8751,7742,8424,9261,3309,3457,11120,5412,9563,10047,7824,8673,9647,8807
1721322,2474,6788,1888,146,9647,811,8807,8208,4871,5335,8038,10664,3581,8503,963,53,2885,5704,9669,9190,7113,976,2570,9707,1139,7971
1722310,8106,2474,5173,8383,2949,10525,10073,10427,4748,7990,477,4558,4397,10595,1092,6440,9714,423,8508,2891,1525,3639,5745,1018,8431,3494
1729584,9694,8428,2799,2322,10255,7532,2762,6407,651,6444,9456,7706,8632,5383,843,2949,53,7552,4109,4862,6171,5055,96,8806,8929,5184
1741348,9024,7552,10317,9076,3722,96,11140,4748,1818,8590,6343,6119,249,9465,9256,8746,1288,4105,10896,10255,8428,469,9892,6091,9660,2211
1746212,53,4558,7807,963,976,2025,9669,843,7999,7403,5173,8428,544,2810,5932,509,3068,4483,6708,8573,10427,10367,10268,4859,6980,299
1753402,4590,10648,6108,1050,7621,10600,4686,6497,4109,8397,2210,10828,6424,2951,5055,6755,4997,4207,10180,2630,6475,7471,3740,8477,96,6277
1756045,1746,423,4202,6497,963,2810,6827,569,53,5804,8807,1525,5832,10427,9376,694,7115,8818,5022,6788,9024,9465,2025,4397,10367,8229
1758731,6497,53,963,423,299,9465,11012,9374,9376,2142,5022,569,1793,6827,1525,10427,2762,9024,4202,8428,4862,7640,1746,5804,4871,10317
1766041,963,9785,1276,2,4558,3792,6475,976,2025,3234,2337,1497,5542,811,7532,4862,1055,5173,9892,462,3969,6571,5068,10255,5114,392
1770195,9766,8431,5412,6067,4755,4341,8316,9873,8106,2145,146,3958,10904,10525,5483,9388,3596,2474,8237,8208,5543,1254,7536,6925,9881,2783
1771694,1014,11140,2514,8542,2145,4404,10281,2891,3451,9452,148,5543,7241,5557,9555,5901,1028,6374,2665,5301,6321,10382,8746,10522,6626,351
1780780,2025,8807,963,8573,843,1497,53,8428,4946,7666,249,544,2142,3358,7640,3234,3792,6788,10800,1539,5542,1707,10268,9647,10427,7706
1784095,3533,7617,10073,6883,4854,8760,10305,694,9024,6097,11140,4748,10569,423,167,9711,1497,8431,4397,4605,9816,1086,3885,2844,1201,249
1785735,2474,53,868,6788,8208,8807,10247,1888,4871,146,6925,4609,9647,1424,7788,8424,963,3177,2747,9261,5335,6708,4854,1758,3792,8275
1793151,5146,6384,6883,10991,10307,890,2474,6487,5173,7742,2776,1254,1139,6788,8424,4755,6689,3457,10385,10367,4202,6684,7824,7837,462,2747
1795345,8751,10315,4202,5832,6759,7742,963,6788,1254,1851,2810,11120,9261,10762,8673,799,9647,3043,10367,3309,5630,5739,4640,9563,10904,167
1809048,8632,6079,9024,1818,2776,419,6370,10881,601,7552,7559,1497,8747,3695,4748,1018,11140,3722,1757,6788,2250,6962,5445,2322,694,8224
1809304,6611,1018,262,838,3744,10904,5557,3419,6603,9555,1015,9388,1092,7588,6067,8424,7571,10073,5483,7906,2492,5543,3803,1668,351,9714
1811543,2474,6788,9190,5335,9647,1539,7706,6909,4609,8508,8573,1139,146,8208,6384,3581,5412,6689,8917,5093,4238,544,4871,3043,1888,6925
1815979,2949,4397,1818,4862,651,1162,5804,544,249,2799,53,167,9024,694,10317,6558,423,1086,2762,10772,6343,8428,4640,11012,10969,10427
1816400,1066,838,7006,4532,3451,3744,6603,10904,7588,9714,2492,8237,6968,1999,5483,5557,2753,4748,8473,3419,8983,8316,6067,6611,262,10143
